respid	cps21_province	cps21_weight_general_restricted	ban_abortion	age	female	urban	religion	education
"R_293W0DDy4Yy2Elz"	"Ontario"	3.244403		82	0		"Somewhat important"	"College"
"R_294FDVOahx0m1FU"	"Manitoba"	.6689928		41	0			"BA"
"R_294Vt771euuJcSq"	"Ontario"	1.381353		35	1			"College"
"R_294fbkcBSs2MmRa"	"Ontario"	.4029644	0	69	0	1		"MA+"
"R_294gPiMEPzwqGBX"	"Ontario"	.8110893		21	1		"Somewhat important"	"Some PS"
"R_295PyjQZOSFUflM"	"Alberta"	.2613886	0	70	1	1		"BA"
"R_295hqRscQwYA3Qk"	"British Columbia"	3.907397		19	1		"Somewhat important"	"HS"
"R_295k9MpaTlvJrCg"	"Ontario"	3.571844	0	28	1	1	"Somewhat important"	"HS"
"R_295kbouPjOz9XzP"	"Ontario"	.6656307	0	46	1	1		"BA"
"R_295kqddPN97G3Th"	"Quebec"	.6622466	0	59	1	0	"Not very important"	"Some PS"
"R_295rVJq8NQavRAO"	"Ontario"	.8110893	0	31	1	1	"Somewhat important"	"BA"
"R_2965fTw8d6aGvsH"	"Ontario"	.8471103	1	38	0	1		"BA"
"R_2965g8F9xb5DKzW"	"Ontario"	1.299434	0	59	0	0	"Not very important"	"College"
"R_2966KlMJMoHxoe9"	"Quebec"	1.091722	0	29	1	0	"Not very important"	"College"
"R_29687OY8StuUmAD"	"Alberta"	.54949	0	47	1	1	"Somewhat important"	"MA+"
"R_2969BmSgjwyHTX5"	"Quebec"	.8428035	0	61	0	1	"Not very important"	"Some PS"
"R_296LBRyONEraiTu"	"Ontario"	2.166708	0	60	1	1	"Very important"	"HS"
"R_296WqDbqjBaQSDw"	"British Columbia"	.5382345	0	60	1	1		"BA"
"R_296q89JET6jUT3o"	"Ontario"	2.757445	0	64	0	0		"HS"
"R_296t5ofI7pcOiWj"	"Quebec"	.6622466	0	61	1	1		"Some PS"
"R_297aHcg2swtUAp5"	"Manitoba"	1.38833		46	0		"Not very important"	"College"
"R_297c3QTfqZZ1qMV"	"Alberta"	2.27632	0	62	0	1		"HS"
"R_297fmotbkc4csGu"	"Quebec"	.4317231	0	44	1	1	"Not important at all"	"MA+"
"R_297gg7y6K7WEnIq"	"Ontario"	1.381353	0	36	1	1		"College"
"R_297hIrQoTxEVl47"	"Ontario"	.4029644	1	68	0	1	"Not very important"	"MA+"
"R_299X9urQnsWSFoM"	"Quebec"	.5423879	0	67	0	1	"Not very important"	"College"
"R_299YUjgPIADHNBH"	"Quebec"	.8428035		64	0			"College"
"R_29J1xEMyGpAcdNv"	"Ontario"	.6656307		43	1			"MA+"
"R_29OHvo5YN0H9Rcd"	"Alberta"	1.451235		39	0		"Not important at all"	"Some PS"
"R_29Q5E4kHaKQNqRX"	"Quebec"	.4261902	0	74	1	0	"Not very important"	"College"
"R_29QryGWSCCTwE2B"	"Quebec"	.4317231	0	49	1	1		"BA"
"R_29V4t37s0pUD40V"	"British Columbia"	.3463819	0	74	1	1	"Somewhat important"	"Some PS"
"R_29aVses0jkP21RL"	"Alberta"	.8521218	1	31	0	1	"Somewhat important"	"BA"
"R_29ada44S7nFseTt"	"Alberta"	.3326543	0	75	0	1		"MA+"
"R_29alQPF44ia5mgG"	"Quebec"	1.091722	0	18	1	1	"Somewhat important"	"Some PS"
"R_29amusTbRlO6DxW"	"Ontario"	.6261567	1	63	0	1	"Not very important"	"Some PS"
"R_29azrTk2BT32yjh"	"Ontario"	.3166359	0	67	1	1	"Not important at all"	"MA+"
"R_29bKARSo7qVYzh2"	"British Columbia"	1.941269	0	66	0	0		"HS"
"R_29bKE62xLoEjvgu"	"Quebec"	3.508752		80	1		"Not very important"	"HS"
"R_29bMhTUhFghvcr8"	"Quebec"	.5423879	0	70	0	1	"Not very important"	"College"
"R_29bpRMg80xzRHbL"	"Quebec"	.5260664	0	23	1	0		"Some PS"
"R_29cVuKPbR6567eQ"	"Quebec"	.2613597	0	67	0	1	"Not important at all"	"Some PS"
"R_29csAN41ilg7y8Y"	"Ontario"	2.549343	0	86	1	1	"Not very important"	"College"
"R_29d25wUwZp9sA40"	"Ontario"	1.299434	0	57	0	1	"Somewhat important"	"College"
"R_29dbR0lqGswyzT6"	"Quebec"	.6622466	0	59	1	1	"Not very important"	"Some PS"
"R_29dbvBukLks0iiE"	"Ontario"	.8362538		72	0		"Somewhat important"	"College"
"R_29dp71cAonCa73g"	"Ontario"	1.032227	1	32	0	1	"Very important"	"BA"
"R_29fXy7amzQbsl4K"	"Newfoundland and Labrador"	1.742061	0	42	1	0	"Somewhat important"	"College"
"R_29fYy8jkillx2dQ"	"Quebec"	.6694947	0	25	0	0	"Not very important"	"MA+"
"R_29fZLndgKoXJp96"	"Quebec"	.4061206	0	63	0	1		"Some PS"
"R_29g043jNLTmSeJy"	"New Brunswick"	.5847288	0	69	1	0	"Somewhat important"	"College"
"R_29gI8XlQ2CScsmT"	"Ontario"	1.757969		47	0		"Very important"	"Some PS"
"R_29gIodP2UmEOeWd"	"Ontario"	.8110893	0	31	1	1	"Not very important"	"Some PS"
"R_29gNqR9jweFDnOr"	"British Columbia"	.7281626	0	35	1	1		"BA"
"R_29gXHQjUZxZ0OJd"	"British Columbia"	.6849803	0	63	0	1	"Not very important"	"BA"
"R_29ghl1PQEPseug8"	"Ontario"	.4029644	0	69	0	0	"Not very important"	"Some PS"
"R_29h0UgFmDLWxQyL"	"Quebec"	.6694947	0	33	0	0	"Not important at all"	"MA+"
"R_29h8nn1Ux5h47dr"	"Quebec"	.8959352		35	1		"Not very important"	"College"
"R_29h8yFWNlzUh5kZ"	"Nova Scotia"	.7366267		31	1			"BA"
"R_29hW3zmQ5vSnnAY"	"Alberta"	.6695687	0	28	1			"BA"
"R_29ha3b2gxxqQP7K"	"Ontario"	.6656307	1	40	1	1	"Very important"	"BA"
"R_29hlb5ssiq8J4Zh"	"Alberta"	1.389525		31	1		"Not important at all"	"Some PS"
"R_29hu5eHcNMipNqI"	"New Brunswick"	4.451188	1	80	0	0	"Very important"	"HS"
"R_29iXmxQLol7h8PT"	"Alberta"	.8428965	0	59	1	1	"Not very important"	"College"
"R_29iYFGF8T8PXUyA"	"Manitoba"	.5189351	1	68	1	0	"Very important"	"Some PS"
"R_29iapoGeCESpMIi"	"Quebec"	.5260664	0	20	1	1		"BA"
"R_29j31VphFSIaQJW"	"Ontario"	.4029644	0	65	0	1	"Somewhat important"	"BA"
"R_29jnpWkud71k8Vm"	"Quebec"	.2613597	0	75	0	1		"BA"
"R_29jp0xtr2ZrtkxI"	"Alberta"	.5169035		56	0			"BA"
"R_29jqyP2ZHjmTEIJ"	"Alberta"	.4061654	0	52	1	0	"Very important"	"MA+"
"R_29lX60OHCKYl2Me"	"Alberta"	.2613886		65	1			"BA"
"R_29m41jsehf09HKK"	"Alberta"	2.104528	1	80	1	1	"Somewhat important"	"College"
"R_29mGEu5cnD1O7H7"	"Newfoundland and Labrador"	.6204907	0	60	1	1		"MA+"
"R_29mGa7xYEQ5ubb5"	"Quebec"	2.419556	1	43	0	1		"Less than HS"
"R_29mGocqCdrueRX3"	"Ontario"	.8471103	0	35	0	1		"BA"
"R_29mJzJpSqgWKDS9"	"Ontario"	3.571844		25	1		"Not important at all"	"HS"
"R_29mR6PUNHwpxbHj"	"Quebec"	.6694947		30	0			"BA"
"R_29n3wtZo4YfCTnd"	"Ontario"	.4029644	0	75	0	1	"Somewhat important"	"BA"
"R_29nVJCqeme9sRsa"	"Ontario"	2.757445	1	52	0	0		"Less than HS"
"R_29nb234GXdImhIj"	"Ontario"	.4029644		65	0		"Not very important"	"Some PS"
"R_29oazr9W5XDlhCn"	"British Columbia"	.9266911		35	0		"Somewhat important"	"BA"
"R_29obBigcZqBTPNm"	"Quebec"	.3191158	0	56	1	1		"BA"
"R_29obDWjR29VgnK1"	"Ontario"	.8362538	0	76	0	1	"Somewhat important"	"College"
"R_29ojfTMeF1wFIpS"	"Quebec"	.4261902	0	75	1	1	"Not important at all"	"College"
"R_29ol1nAnnhlxBs8"	"Alberta"	.5424478		76	1		"Not very important"	"College"
"R_29p31jqtFH7j117"	"Quebec"	2.419556	1	48	0	1	"Not very important"	"HS"
"R_29p62v1v8bK8aCz"	"Ontario"	.6261567	1	58	0	1	"Very important"	"BA"
"R_29p76npsFOZaR0c"	"Alberta"	.6695687		29	1			"BA"
"R_29piRiQuGM8DqnX"	"Quebec"	1.788458	0	54	0	1		"HS"
"R_29prIQ6F94iGgIm"	"Quebec"	1.901206	0	47	1	0	"Not very important"	"HS"
"R_29s8ANpfHuXJZ2o"	"Alberta"	.3326543	0	78	0	1		"Some PS"
"R_29sltG9RUYCrk30"	"Newfoundland and Labrador"	1.742061		43	1		"Somewhat important"	"College"
"R_29smJirS70bz4wU"	"Alberta"	1.788656		52	1			"Less than HS"
"R_29srrUqtjMvVH4z"	"Ontario"	.8110893		33	1		"Very important"	"BA"
"R_29ssNWq7VD3ZB5I"	"British Columbia"	1.129198		34	0		"Very important"	"BA"
"R_29t38pgSqMDydL3"	"British Columbia"	.5382345	1	51	1	1	"Very important"	"MA+"
"R_29t3PUfHGScEcXe"	"British Columbia"	1.421508	0	64	0	0	"Not very important"	"Some PS"
"R_29tNYnbubaSUmUL"	"Quebec"	1.150966		69	0		"Not very important"	"HS"
"R_29tOuk09Wrs4QDw"	"British Columbia"	3.907397	0	23	1	1	"Somewhat important"	"HS"
"R_29tUrkhqTAROpik"	"Ontario"	.8362538	0	74	0	0		"College"
"R_29tVtPB5c4XGSdr"	"Ontario"	.8110893	0	27	1	1		"BA"
"R_29uHP2MJJ4HJw7G"	"Ontario"	.8110893		30	1		"Not very important"	"BA"
"R_29upb4QcYZkY5fR"	"Ontario"	.8471103		35	0		"Very important"	"MA+"
"R_29voRoCAXz8o9RB"	"New Brunswick"	.7441509		67	0		"Not very important"	"College"
"R_29vupAxVVh5XCu9"	"Alberta"	1.464931	0	66	0	1	"Not important at all"	"HS"
"R_29vvU2hEquJ3VAr"	"Quebec"	1.389372		28	0		"Not important at all"	"College"
"R_2A0DvMmuLbG2DMZ"	"Quebec"	.9043904	0	67	1	1	"Not very important"	"HS"
"R_2A0G73Bhz1eMHgz"	"British Columbia"	.8872862	0	31	1	1		"Some PS"
"R_2A0UFYmaqRbXoLo"	"Alberta"	1.014106	0	80	1	1		"MA+"
"R_2A0gxAUHTz1yQzS"	"British Columbia"	.3463819	0	68	1	1	"Not important at all"	"BA"
"R_2A1iifhsyxUfNFc"	"Ontario"	1.299434	0	62	0	1		"College"
"R_2AEDoflkoRl2ld4"	"Newfoundland and Labrador"	.5081893		70	0		"Very important"	"BA"
"R_2AEEHCttMAk9aIZ"	"Nova Scotia"	.759481	0	75	0	0	"Not very important"	"College"
"R_2AEFG8xIvce3eb3"	"Ontario"	.8471103	0	35	0	1	"Very important"	"BA"
"R_2AEW4pBEFVaMncT"	"Saskatchewan"	.3050494		35				"Some PS"
"R_2AEd7xnb7ClgypU"	"Quebec"	.3191158		58	1		"Very important"	"MA+"
"R_2AEgMFdlWUZBEeM"	"Alberta"	.6695687		33	1		"Not important at all"	"BA"
"R_2AEiaa6CSyGw60m"	"Ontario"	.6261567	0	61	0	1	"Somewhat important"	"BA"
"R_2AEjEyg0NKty1MG"	"New Brunswick"	2.453748	0	60	0	0	"Not important at all"	"HS"
"R_2AF3b2u15S5yMmS"	"Quebec"	.5423879	0	70	0	1	"Somewhat important"	"Some PS"
"R_2AF4uCS0hjqjoGu"	"Manitoba"	.8063607	1	53	1	1	"Very important"	"College"
"R_2AF5dmyyX0QGFeb"	"Quebec"	.2613597	0	67	0	0	"Not very important"	"Some PS"
"R_2AFGYJr9u7dyMbD"	"Ontario"	.8471103	1	48	0	1	"Somewhat important"	"MA+"
"R_2AFIC4Vxsbz3v7b"	"Quebec"	1.40531	0	50	1	0		"HS"
"R_2AFLEQNSkf7RbjC"	"Ontario"	1.021052	0	58	1	1	"Somewhat important"	"College"
"R_2AFPFzxUmEAxiSQ"	"Ontario"	1.021052	0	53	1	0	"Not very important"	"College"
"R_2AFhW1pXYmpQ4W0"	"British Columbia"	.3757469		44				
"R_2AGAp9rWiR5H8Sq"	"Quebec"	.2053677	0	75	1	1	"Somewhat important"	"Some PS"
"R_2AGNjYnjPSJbT4g"	"Quebec"	1.901206	0	38	1	0		"Less than HS"
"R_2AGNoBtfXLWMCz8"	"Ontario"	.4029644	0	67	0	0		"BA"
"R_2AGQB5wTCgwFIax"	"British Columbia"	1.511123	1	48	1	0	"Very important"	"College"
"R_2AGR5AUKhEjO6Nn"	"Ontario"	1.757969	0	43	0	1	"Not very important"	"College"
"R_2AGw28KMDI38KKz"	"New Brunswick"	.7217581	0	26	1	0	"Somewhat important"	"BA"
"R_2AHBsYrc4Qu8TbS"	"Ontario"	.4029644	0	71	0	1	"Somewhat important"	"MA+"
"R_2AHD2r21blmPplQ"	"Quebec"	.5260664	0	23	1	1		"BA"
"R_2AHHjToTjOqXZvq"	"Quebec"	1.389372		20	0		"Not very important"	"Some PS"
"R_2AHh85NnJ7YCiCO"	"Quebec"	.4061206	0	60	0	1		"BA"
"R_2AHiwzguTBhk7na"	"British Columbia"	1.129198		23	0		"Somewhat important"	"Some PS"
"R_2AHlfcGb8NrWLpk"	"Ontario"	1.032227		23	0			"Some PS"
"R_2AKVRQY1K5yDhUr"	"British Columbia"	1.941269	0	71	0	1	"Not very important"	"HS"
"R_2AKmIScOYAPjb8s"	"Quebec"	1.140206	0	44	0	1		"College"
"R_2AKn1gq0EjwUjP4"	"Quebec"	.4317231	0	39	1	1	"Somewhat important"	"BA"
"R_2AKn9Rum7Pi5TXk"	"British Columbia"	.6849803	0	60	0	1	"Not important at all"	"BA"
"R_2AKnOhkpFV1r1PX"	"British Columbia"	1.710246	0	80	0	0		"MA+"
"R_2AL1xeYA53O7tJS"	"Ontario"	.3166359	0	65	1	1	"Somewhat important"	"MA+"
"R_2AL4V1fwleJjHB6"	"Quebec"	.5423879	0	69	0	0		"College"
"R_2AL98m2pQWKeOe0"	"Quebec"	.2613597	1	72	0	1	"Somewhat important"	"BA"
"R_2ALJgN9JXOJrZPa"	"Manitoba"	1.38833	0	43	0	0		"Some PS"
"R_2ALP5dlj2B1OZif"	"Alberta"	1.389525	0	26	1	1		"College"
"R_2ALpARa8Lto010f"	"Ontario"	.4029644	0	71	0	0		"Some PS"
"R_2ALtiWAtGjb7sRQ"	"Ontario"	.6261567	0	56	0	1	"Very important"	"MA+"
"R_2AM5uFs3T3UR5Md"	"Ontario"	.8110893	1	19	1	1	"Very important"	"Some PS"
"R_2AM5yxUUr12EtML"	"Ontario"	.6261567	0	64	0	1	"Very important"	"MA+"
"R_2AMAq7ppaLobAnw"	"Alberta"	.5169035	0	54	0	1		"Some PS"
"R_2AMC1oF9o1xfsZy"	"New Brunswick"	1.497832	0	26	1	0	"Not very important"	"College"
"R_2AMCTjQ0q15m5jK"	"Alberta"	1.140332	0	42	1	1		"College"
"R_2AMENopdnsNppS1"	"Manitoba"	.3885599	1	51	1	0	"Very important"	"Some PS"
"R_2AMVSH0PgHSLxrp"	"Ontario"	.6656307		46	1		"Very important"	"BA"
"R_2AMcC8MyQTSxoks"	"Quebec"	1.788458		55	0		"Somewhat important"	"Less than HS"
"R_2AMdmNViC4IFimi"	"Quebec"	.3191158	0	61	1	1	"Very important"	"BA"
"R_2AMfwAofNfFtT2t"	"Manitoba"	1.101198	0	71	1	1		"HS"
"R_2AMsE4o3z3uwzAX"	"Ontario"	2.166708	0	62	1	1	"Somewhat important"	"HS"
"R_2AMtt49LKZA6idD"	"Ontario"	3.571844	0	26	1	1		"HS"
"R_2AMwgHlMmCydUTW"	"British Columbia"	.7188306	0	70	1	0	"Not very important"	"Some PS"
"R_2AN0OBlsawV9CJz"	"Alberta"	1.389525	0	32	1	0		"College"
"R_2AN21VHEtYYXw5Y"	"Saskatchewan"	.9119394		24	1			"Some PS"
"R_2ANLHt8QYdukMVG"	"British Columbia"	3.907397	0	22	1	1		"HS"
"R_2ANNqmGEAKzdsoF"	"Ontario"	.8110893	0	33	1	1		"MA+"
"R_2ANcgEaYvvHvWwV"	"Alberta"	.6695687	1	32	1	1	"Very important"	"BA"
"R_2ANo5gAzDeTwG4z"	"Alberta"	.6695687	0	34	1	1	"Very important"	"BA"
"R_2ANpypNCBhggCha"	"Ontario"	.4029644	0	66	0	1	"Somewhat important"	"BA"
"R_2AQCrUzDzqKWT4x"	"Quebec"	.4061206		62	0		"Not very important"	"MA+"
"R_2AQJJVNCyMeHXh4"	"Newfoundland and Labrador"	.6204907	0	55	1	0	"Not very important"	"BA"
"R_2AQLKnI2s15E6wJ"	"Saskatchewan"	.9119394	0	20	1	0		"Some PS"
"R_2AQNd5fYY3a96Gs"	"Manitoba"	2.314935	0	44	1	1		"HS"
"R_2AQdwZanvhkZJO8"	"Ontario"	1.299434		59	0		"Not important at all"	"College"
"R_2AQpqr1CdJrdLkT"	"Ontario"	.4029644	0	72	0	1		"Some PS"
"R_2AR8qvJA4ZJkkS9"	"Ontario"	1.563376	0	82	0	1		"BA"
"R_2ARJQRItyH33Ont"	"Quebec"	1.40531	0	54	1	1	"Not very important"	"HS"
"R_2ARQPSoeTGN5toE"	"Quebec"	.3191158	0	52	1	1		"BA"
"R_2ARplVwmtFUPltv"	"Quebec"	.4261902	0	66	1	0		"College"
"R_2ARscrnI64DAVsP"	"Nova Scotia"	1.611645		76	0			"Less than HS"
"R_2AS6x3BPljYIh5L"	"Quebec"	2.419556	0	43	0	0	"Not very important"	"HS"
"R_2ASxrk9GDSQpQxi"	"Ontario"	.6261567	0	63	0	0		"MA+"
"R_2AT4DtdHJcfjaaI"	"Ontario"	.4920129	0	56	1	1	"Not very important"	"BA"
"R_2ATI0fliy2gMLIr"	"Manitoba"	.494498	0	57	0	1	"Very important"	"MA+"
"R_2ATgsynJbM7ESvX"	"Alberta"	.6695687		24	1			"Some PS"
"R_2AToe8fmHth2dsj"	"Ontario"	1.394389	0	74	1	1	"Somewhat important"	"HS"
"R_2AWmohRCVs1fdk5"	"Ontario"	1.021052	0	53	1	0	"Not important at all"	"Some PS"
"R_2AWrKTUtPmWAnCi"	"Nova Scotia"	.7366267	0	29	1	0	"Not important at all"	"MA+"
"R_2AX1n5ECUoiqpqu"	"Alberta"	.4061654	0	60	1	1	"Somewhat important"	"BA"
"R_2AXWJ12KYnx8GXI"	"Alberta"	.54949	0	48	1	1	"Somewhat important"	"Some PS"
"R_2AXp9kwD3qiRZCr"	"Ontario"	3.571844	0	18	1	1		"HS"
"R_2AXxVazLTtmq0tP"	"Ontario"	.4920129	0	57	1	1	"Somewhat important"	"Some PS"
"R_2AXxVeO2gVDYkCq"	"Alberta"	.4061654	0	53	1	1	"Not important at all"	"BA"
"R_2AYIXu6QMxdGzY5"	"Ontario"	1.299434	0	57	0	1		"College"
"R_2AYVJKVz7zJfEiA"	"Nova Scotia"	.3659701	0	67	0	0	"Somewhat important"	"Some PS"
"R_2AYb0Ru3HvPebBL"	"Ontario"	.8110893	1	31	1	0	"Somewhat important"	"MA+"
"R_2AYbnbKLRHYgczD"	"Alberta"	.2		69			"Not very important"	"MA+"
"R_2AYbsMatO4KCpIs"	"Ontario"	.8110893	0	25	1	1		"Some PS"
"R_2AYkZIH1aiyVz4n"	"Manitoba"	.3182352	0	70	0	0	"Not very important"	"MA+"
"R_2AYkaipeKq9vrNK"	"Quebec"	.6694947	0	25	0	1		"BA"
"R_2AZ5Z66PtgKw1q5"	"Alberta"	.6695687	0	29	1	1		"BA"
"R_2AZFcoJ9N09m2E8"	"Ontario"	.8110893	0	24	1	1	"Not very important"	"Some PS"
"R_2AZS16RaW40rF6F"	"Quebec"	.5260664	0	23	1	1	"Not very important"	"Some PS"
"R_2AZkOXsBEWTawNe"	"Quebec"	.2053677	0	69	1	1		"MA+"
"R_2AZqnBWNPhmi9wp"	"Ontario"	1.683217	0	26	1	0		"College"
"R_2B2MaIkD5Q106Df"	"Ontario"	.3166359		66	1		"Very important"	"Some PS"
"R_2B2kSjc11LvPHdk"	"British Columbia"	1.525384	0	74	1	0		"Less than HS"
"R_2B2wHIs1ybRpLzz"	"British Columbia"	1.421508	0	56	0	1		"College"
"R_2B3ONOvVjVC8COy"	"Ontario"	1.683217		20	1		"Not important at all"	"College"
"R_2B3hm8OyeVWsG5N"	"Ontario"	.6571001	0	71	1	1		"College"
"R_2B3rviKnZgLz0jT"	"Quebec"	.5260664	0	28	1	1		"BA"
"R_2B3ytHn7xe078jV"	"Manitoba"	2.820812		31	1		"Very important"	"HS"
"R_2B4Betq7Lo20KRE"	"Alberta"	.3326543	0	77	0	1		"MA+"
"R_2B52X7BDWQguKIS"	"New Brunswick"	.7217581	0	32	1	0	"Somewhat important"	"MA+"
"R_2B59fVmH79nGtnq"	"Ontario"	1.757969	0	45	0	1		"College"
"R_2B5oMSpgVtTwRMm"	"Alberta"	2.27632	0	59	0	0		"HS"
"R_2B5vbB6Wc9oezAb"	"Alberta"	1.451235	0	44	0	1	"Not very important"	"College"
"R_2B8RZDiiGg165el"	"Quebec"	1.091722		24	1		"Somewhat important"	"Some PS"
"R_2B8UMYUMOqHsX1u"	"Ontario"	.4920129	0	63	1	1	"Not very important"	"MA+"
"R_2B8vRqhIHQSJmUf"	"Quebec"	.8428035	0	54	0	1	"Not very important"	"Some PS"
"R_2B9ZWAP0QZsKfns"	"Ontario"	.8110893	0	27	1	0	"Not very important"	"BA"
"R_2B9vAck6jmDTQ6G"	"Manitoba"	.6405458	0	22	1	1		"Some PS"
"R_2B9vLGmKRx8kzxg"	"British Columbia"	.4408205	0	69	0	1	"Very important"	"MA+"
"R_2BA1vmLzdqR1nC8"	"Ontario"	.6261567		61	0		"Not very important"	"MA+"
"R_2BA2Q9Pb7grYXmN"	"Ontario"	1.032227		31	0		"Somewhat important"	"MA+"
"R_2BahAwqnmXPsNl2"	"Alberta"	1.389525		29	1		"Somewhat important"	"Some PS"
"R_2BajP5FWw3ZrKQK"	"Ontario"	1.683217	1	26	1	1	"Very important"	"Some PS"
"R_2BaqGvOCer0QFVA"	"Quebec"	.8428035		54	0			"College"
"R_2BasAm0XF0oEYNL"	"Ontario"	.8110893		20	1		"Not very important"	"Some PS"
"R_2BbKPx5jk7NkI57"	"Alberta"	.4061654	0	55	1	0		"MA+"
"R_2BbTIbSQK3Z6EIm"	"Ontario"	1.032227	1	28	0	1		"BA"
"R_2BbbTno0ZDfiG3t"	"Ontario"	.8110893		21	1			"Some PS"
"R_2BbcMC8uBHIPeuL"	"Quebec"	.6694947	0	28	0	1		"BA"
"R_2BbqlU5U0fGPYg5"	"British Columbia"	.5382345		52	1		"Not very important"	"BA"
"R_2BbwspSxwtBV0LX"	"Ontario"	.8110893	0	30	1	1	"Somewhat important"	"BA"
"R_2BbyJz5pNlo1H6R"	"British Columbia"	.4408205	0	76	0	1	"Very important"	"Some PS"
"R_2BeAKn1rgdMaQ7S"	"Ontario"	.8110893	0	24	1	1	"Not very important"	"BA"
"R_2BeMh4yJVMWVmEj"	"Ontario"	1.032227		31	0			"BA"
"R_2BeTGz3DOjQufsq"	"Ontario"	1.032227	0	32	0	1	"Very important"	"MA+"
"R_2Bep3SOtro9lKkA"	"Quebec"	.5494294	0	42	0	1		"BA"
"R_2BfB32n485IouEH"	"Ontario"	.8362538	0	74	0	1	"Not important at all"	"Some PS"
"R_2BfBuzVbLQs1jd3"	"Ontario"	.6656307	1	46	1	1		"BA"
"R_2BfFryVJehmr4mV"	"Ontario"	.4029644	0	69	0	0		"BA"
"R_2BfKiiDqteWXk0H"	"Ontario"	1.683217		24	1			"College"
"R_2BfZ737upZ1nu9t"	"Alberta"	.3326543	1	75	0	1	"Not very important"	"Some PS"
"R_2Bg1GBRZNf1xRWs"	"Alberta"	1.464931		70	0		"Very important"	"Less than HS"
"R_2Bg1nMjgt1v4mdI"	"British Columbia"	.8872862	0	23	1	1		"BA"
"R_2BgpgcNQ2i85Rg4"	"Alberta"	.6993046	0	35	0	1	"Very important"	"MA+"
"R_2Bgptfih070FBLY"	"Alberta"	.5424478		71	1			"Some PS"
"R_2Bh48xtesqYJDBy"	"Alberta"	.6695687		30	1		"Not very important"	"BA"
"R_2Bh7mL6nGamOXQa"	"Ontario"	.8471103	0	48	0	1	"Somewhat important"	"BA"
"R_2Bh9UWfQMLvzb5M"	"Quebec"	2.419556	0	35	0	0	"Not important at all"	"HS"
"R_2BhDcX2SmI3q4t3"	"Ontario"	1.032227		25	0		"Very important"	"BA"
"R_2BhN5Qm4WYrgirk"	"Ontario"	1.299434		51	0		"Not very important"	"College"
"R_2BhQnBZRn8HsOcR"	"British Columbia"	1.421508	0	55	0	1	"Somewhat important"	"College"
"R_2BhScSOHv7K3lSr"	"Newfoundland and Labrador"	.8394448	0	37	1	1	"Somewhat important"	"BA"
"R_2Bhrix6PmfEPXcW"	"Ontario"	1.021052	1	64	1	1	"Not very important"	"College"
"R_2BkS5x6QFAgOEWh"	"Newfoundland and Labrador"	2.217022	0	46	0	1		"College"
"R_2BkSTSaLUW3e5Bs"	"Ontario"	1.683217		24	1			"College"
"R_2BkuirATXclIt5n"	"Newfoundland and Labrador"	.8286865	1	69	1	1	"Somewhat important"	"College"
"R_2BlF2WZkppXAUcX"	"Quebec"	2.419556	0	35	0	0		"Less than HS"
"R_2BlF3rcDtCCeSOG"	"Alberta"	.2613886		65	1		"Not important at all"	"BA"
"R_2BlI9KVGWRGEHDj"	"Ontario"	2.166708	0	57	1	1	"Somewhat important"	"HS"
"R_2BlMZsR6xONAj0c"	"Ontario"	.3166359	1	75	1	1	"Not very important"	"MA+"
"R_2Blc7CEpdCWYlLI"	"Alberta"	1.140332		36	1		"Not very important"	"College"
"R_2BlhCWl3qd9EqTw"	"Quebec"	1.788458	0	51	0	0		"HS"
"R_2Blit8ViVhUa7gR"	"Quebec"	.5494294		39	0			"MA+"
"R_2BmMjjD7GIkRomV"	"Alberta"	1.072706	0	61	0	1	"Somewhat important"	"College"
"R_2BmQj2DSvj9nHAn"	"British Columbia"	.5382345	0	63	1	1	"Not very important"	"BA"
"R_2BmsbbA3V9IC6DX"	"Alberta"	.8428965		62	1		"Somewhat important"	"College"
"R_2Bn72jLxHuwJoR2"	"Ontario"	1.032227	1	26	0		"Not important at all"	"MA+"
"R_2BnE9Xfibuhk68i"	"Ontario"	2.757445	0	61	0	1	"Not very important"	"HS"
"R_2Bnfj1BCtcufOGr"	"Saskatchewan"	.9524391		43	0		"Very important"	"BA"
"R_2BnzSawMxSZSOsV"	"Ontario"	1.299434	0	54	0	1		"Some PS"
"R_2BqEsbJ1BTHsQuw"	"Ontario"	.3166359	1	68	1	0	"Very important"	"BA"
"R_2BqGNVnBnnACsIz"	"Saskatchewan"	1.148008	0	62	1	1	"Somewhat important"	"College"
"R_2BqRGcVSrnzMzbu"	"Ontario"	.6571001	0	76	1	1	"Not very important"	"College"
"R_2BqtOxEVkBwJFop"	"Quebec"	2.419556		45	0		"Not very important"	"Less than HS"
"R_2BqwD9nfoM3hE2k"	"Ontario"	.4920129	0	57	1	1	"Somewhat important"	"MA+"
"R_2Br3iKLjXragW7x"	"Manitoba"	1.711125	0	60	1	0	"Not very important"	"HS"
"R_2BrETAHRX0ec9fZ"	"Saskatchewan"	1.567766		65	1		"Somewhat important"	"HS"
"R_2BreFWueVhLbanM"	"Ontario"	.6571001	0	68	1	1	"Not very important"	"College"
"R_2BrhVUJfOLIEDgI"	"British Columbia"	.292999	0	72		0		"College"
"R_2BrjAslOn6kCSIz"	"Quebec"	.5494294	0	48	0	1	"Not very important"	"BA"
"R_2Bs07AUYbhmsJMK"	"Quebec"	1.150966	0	67	0	1	"Not very important"	"HS"
